date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:48	169/169	---M--	200	added ('OK')	text/plain	etag:%22e788eb5-a9-5341f493e3f40%22	http://www.kingspec.com.cn/robots.txt		(from )
15:22:52	54005/54005	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:01%20GMT	http://www.kingspec.com.cn/	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/index.html	(from )
15:22:54	66158/66158	---M--	200	added ('OK')	text/css	etag:%22f9b4f19-1026e-53e78812f4bad%22	http://www.kingspec.com.cn/styles/lib.min.css?t=1476062166881.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/lib.min9eae.css	(from http://www.kingspec.com.cn/)
15:22:58	45420/45420	---M--	200	added ('OK')	text/css	etag:%2289ff01e-b16c-53e788062df55%22	http://www.kingspec.com.cn/styles/myCss.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/myCss.css	(from http://www.kingspec.com.cn/)
15:22:58	189280/189280	---M--	200	added ('OK')	text/css	etag:%22f9b4f22-2e360-53e788146c6d9%22	http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/page_index.min9eae.css	(from http://www.kingspec.com.cn/)
15:23:00	976/976	---M--	200	added ('OK')	text/css	etag:%2215dc07ec-3d0-53e7880b27f13%22	http://www.kingspec.com.cn/styles/demo.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/demo.css	(from http://www.kingspec.com.cn/)
15:23:00	99100/99100	---M--	200	added ('OK')	text/css	etag:%22d9cec28-1831c-53e7880942e5b%22	http://www.kingspec.com.cn/styles/bootstrap.min.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/bootstrap.min.css	(from http://www.kingspec.com.cn/)
15:23:01	8376/8376	---M--	200	added ('OK')	text/css	etag:%2215dc07ed-20b8-53e7880a32dbf%22	http://www.kingspec.com.cn/styles/fakeloader.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/fakeloader.css	(from http://www.kingspec.com.cn/)
15:23:04	71089/71089	---M--	200	added ('OK')	text/css	etag:%22d9cec27-115b1-53e78808ce770%22	http://www.kingspec.com.cn/styles/animate.css	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/animate.css	(from http://www.kingspec.com.cn/)
15:23:06	7057/7057	---M--	200	added ('OK')	application/javascript	etag:%22dd3b6ed-1b91-5341f46fa69c0%22	http://www.kingspec.com.cn/styles/wow.min.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/wow.min.js	(from http://www.kingspec.com.cn/)
15:23:07	2181/2181	---M--	200	added ('OK')	application/javascript	etag:%22e81582f-885-5341f47653980%22	http://www.kingspec.com.cn/styles/fakeloader.min.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/fakeloader.min.js	(from http://www.kingspec.com.cn/)
15:23:08	373/373	---M--	200	added ('OK')	application/javascript	etag:%22436bce9-175-5341f46fa69c0%22	http://www.kingspec.com.cn/styles/gotop.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/styles/gotop.js	(from http://www.kingspec.com.cn/)
15:23:10	85561/85561	---M--	200	added ('OK')	application/javascript	etag:%22f674b-14e39-5388a131f1640%22	http://www.kingspec.com.cn/publicScripts/common/jquery.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/publicScripts/common/jquery.js	(from http://www.kingspec.com.cn/)
15:23:11	25309/25309	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:20%20GMT	http://www.kingspec.com.cn/buy/&i=19&comContentId=19.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/buy/&i=19&comContentId=19.html	(from http://www.kingspec.com.cn/)
15:23:11	51147/51147	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jun%202016%2013:08:50%20GMT	http://www.kingspec.com.cn/publicScripts/components/??FrontColumns_navigation01.min.js,FrontProducts_generalSearch01.min.js,FrontPublic_slideShow01.min.js,FrontNews_list01.min.js,FrontPublic_hotKeyword01.min.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/publicScripts/components/index752c.html	(from http://www.kingspec.com.cn/)
15:23:14	27455/27455	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:22%20GMT	http://www.kingspec.com.cn/news_list/columnsId=88&&newsCategoryId=15.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/columnsId=88&&newsCategoryId=15.html	(from http://www.kingspec.com.cn/)
15:23:15	55236/55236	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:26%20GMT	http://www.kingspec.com.cn/message1.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/message1.html	(from http://www.kingspec.com.cn/)
15:23:16	54005/54005	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:27%20GMT	http://www.kingspec.com.cn/index.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/index-2.html	(from http://www.kingspec.com.cn/)
15:23:17	5588/5588	---M--	200	added ('OK')	image/png	etag:%2290685cf-15d4-535846ac7fdc0%22	http://www.kingspec.com.cn/images/img/logo.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/logo.png	(from http://www.kingspec.com.cn/)
15:23:22	57858/57858	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:28%20GMT	http://www.kingspec.com.cn/products_list/pmcId=21.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=21.html	(from http://www.kingspec.com.cn/)
15:23:23	321836/321836	---M--	200	added ('OK')	application/javascript	etag:%221a994-4e92c-4ff7dc8f57076%22	http://www.kingspec.com.cn/publicScripts/lib.min.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/publicScripts/lib.min.js	(from http://www.kingspec.com.cn/)
15:23:24	43846/43846	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:34%20GMT	http://www.kingspec.com.cn/news_list/newsCategoryId=5.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/newsCategoryId=5.html	(from http://www.kingspec.com.cn/)
15:23:27	29612/29612	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:36%20GMT	http://www.kingspec.com.cn/about/i=2&comContentId=2.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=2&comContentId=2.html	(from http://www.kingspec.com.cn/)
15:23:29	33384/33384	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:39%20GMT	http://www.kingspec.com.cn/purchase.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/purchase.html	(from http://www.kingspec.com.cn/)
15:23:30	27539/27539	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:41%20GMT	http://www.kingspec.com.cn/members_login/columnsId=90.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/members_login/columnsId=90.html	(from http://www.kingspec.com.cn/)
15:23:34	46724/46724	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:42%20GMT	http://www.kingspec.com.cn/products_list/pmcId=22.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=22.html	(from http://www.kingspec.com.cn/)
15:23:40	53466/53466	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:46%20GMT	http://www.kingspec.com.cn/products_list/pmcId=23.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=23.html	(from http://www.kingspec.com.cn/)
15:23:45	58618/58618	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:52%20GMT	http://www.kingspec.com.cn/products_list/pmcId=24.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=24.html	(from http://www.kingspec.com.cn/)
15:23:49	78779/78779	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:23:57%20GMT	http://www.kingspec.com.cn/products_list/pmcId=25.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=25.html	(from http://www.kingspec.com.cn/)
15:23:53	58007/58007	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:01%20GMT	http://www.kingspec.com.cn/products_list/pmcId=28.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=28.html	(from http://www.kingspec.com.cn/)
15:23:56	48876/48876	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:05%20GMT	http://www.kingspec.com.cn/products_list/pmcId=29.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=29.html	(from http://www.kingspec.com.cn/)
15:24:00	52677/52677	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:08%20GMT	http://www.kingspec.com.cn/products_list/columnsId=91&pmcId=57.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/columnsId=91&pmcId=57.html	(from http://www.kingspec.com.cn/)
15:24:05	51870/51870	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:12%20GMT	http://www.kingspec.com.cn/products_list/pmcId=58.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=58.html	(from http://www.kingspec.com.cn/)
15:24:08	51300/51300	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:17%20GMT	http://www.kingspec.com.cn/products_list/pmcId=59.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=59.html	(from http://www.kingspec.com.cn/)
15:24:11	51881/51881	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:20%20GMT	http://www.kingspec.com.cn/products_list/pmcId=60.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/pmcId=60.html	(from http://www.kingspec.com.cn/)
15:24:12	41362/41362	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:23%20GMT	http://www.kingspec.com.cn/message.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/message.html	(from http://www.kingspec.com.cn/)
15:24:15	35566/35566	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:24%20GMT	http://www.kingspec.com.cn/faq/newsCategoryId=11.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/faq/newsCategoryId=11.html	(from http://www.kingspec.com.cn/)
15:24:16	25400/25400	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:27%20GMT	http://www.kingspec.com.cn/Sale.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/Sale.html	(from http://www.kingspec.com.cn/)
15:24:19	50075/50075	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:28%20GMT	http://www.kingspec.com.cn/download.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/download.html	(from http://www.kingspec.com.cn/)
15:24:21	32623/32623	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:31%20GMT	http://www.kingspec.com.cn/news_list/newsCategoryId=6.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/newsCategoryId=6.html	(from http://www.kingspec.com.cn/)
15:24:24	27438/27438	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:33%20GMT	http://www.kingspec.com.cn/news_list/newsCategoryId=7.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/newsCategoryId=7.html	(from http://www.kingspec.com.cn/)
15:24:29	27453/27453	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:36%20GMT	http://www.kingspec.com.cn/news_list/newsCategoryId=8.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/newsCategoryId=8.html	(from http://www.kingspec.com.cn/)
15:24:32	27441/27441	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:41%20GMT	http://www.kingspec.com.cn/news_list/newsCategoryId=15.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_list/newsCategoryId=15.html	(from http://www.kingspec.com.cn/)
15:24:33	26267/26267	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:44%20GMT	http://www.kingspec.com.cn/about/i=9&comContentId=9.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=9&comContentId=9.html	(from http://www.kingspec.com.cn/)
15:24:35	25666/25666	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:45%20GMT	http://www.kingspec.com.cn/about/i=8&comContentId=8.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=8&comContentId=8.html	(from http://www.kingspec.com.cn/)
15:24:36	29127/29127	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:47%20GMT	http://www.kingspec.com.cn/about/i=7&comContentId=7.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=7&comContentId=7.html	(from http://www.kingspec.com.cn/)
15:24:38	28088/28088	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:48%20GMT	http://www.kingspec.com.cn/about/i=6&comContentId=6.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=6&comContentId=6.html	(from http://www.kingspec.com.cn/)
15:24:38	25154/25154	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:50%20GMT	http://www.kingspec.com.cn/about/i=5&comContentId=5.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/about/i=5&comContentId=5.html	(from http://www.kingspec.com.cn/)
15:24:40	34897/34897	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:50%20GMT	http://www.kingspec.com.cn/video.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/video.html	(from http://www.kingspec.com.cn/)
15:24:42	37717/37717	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:52%20GMT	http://www.kingspec.com.cn/buy/i=18&comContentId=18.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/buy/i=18&comContentId=18.html	(from http://www.kingspec.com.cn/)
15:24:43	41242/41242	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:54%20GMT	http://www.kingspec.com.cn/xs_list.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/xs_list.html	(from http://www.kingspec.com.cn/)
15:24:45	25524/25524	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:55%20GMT	http://www.kingspec.com.cn/buy/i=3&comContentId=3.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/buy/i=3&comContentId=3.html	(from http://www.kingspec.com.cn/)
15:24:52	147861/147861	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:24:57%20GMT	http://www.kingspec.com.cn/products_list.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list.html	(from http://www.kingspec.com.cn/)
15:24:52	16318/16318	---M--	200	added ('OK')	application/javascript	etag:%22754ab0d-3fbe-51c671ff655c0%22	http://www.kingspec.com.cn/publicScripts/common/superslide.2.1.js	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/publicScripts/common/superslide.2.1.js	(from http://www.kingspec.com.cn/)
15:24:57	39826/39826	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:05%20GMT	http://www.kingspec.com.cn/news_detail/newsId=31.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=31.html	(from http://www.kingspec.com.cn/)
15:25:01	32867/32867	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:09%20GMT	http://www.kingspec.com.cn/news_detail/newsId=30.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=30.html	(from http://www.kingspec.com.cn/)
15:25:03	30227/30227	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:12%20GMT	http://www.kingspec.com.cn/news_detail/newsId=29.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=29.html	(from http://www.kingspec.com.cn/)
15:25:06	31509/31509	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:15%20GMT	http://www.kingspec.com.cn/news_detail/newsId=28.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=28.html	(from http://www.kingspec.com.cn/)
15:25:09	29853/29853	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:18%20GMT	http://www.kingspec.com.cn/news_detail/newsId=27.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=27.html	(from http://www.kingspec.com.cn/)
15:25:12	30250/30250	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:21%20GMT	http://www.kingspec.com.cn/news_detail/newsId=26.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=26.html	(from http://www.kingspec.com.cn/)
15:25:15	30089/30089	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:24%20GMT	http://www.kingspec.com.cn/news_detail/newsId=25.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=25.html	(from http://www.kingspec.com.cn/)
15:25:17	29821/29821	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:27%20GMT	http://www.kingspec.com.cn/news_detail/newsId=24.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=24.html	(from http://www.kingspec.com.cn/)
15:25:21	30045/30045	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:29%20GMT	http://www.kingspec.com.cn/news_detail/newsId=23.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=23.html	(from http://www.kingspec.com.cn/)
15:25:23	30026/30026	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:32%20GMT	http://www.kingspec.com.cn/news_detail/newsId=22.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/news_detail/newsId=22.html	(from http://www.kingspec.com.cn/)
15:25:24	489523/489523	---M--	200	added ('OK')	image/jpeg	etag:%22f598728-77833-53d12a61e44d6%22	http://www.kingspec.com.cn/imageRepository/25ddea63-e492-496f-9e49-686d1ad0819f.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/imageRepository/25ddea63-e492-496f-9e49-686d1ad0819f.jpg	(from http://www.kingspec.com.cn/)
15:25:27	46202/46202	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:35%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=30.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=30.html	(from http://www.kingspec.com.cn/)
15:25:29	80639/80639	---M--	200	added ('OK')	image/png	etag:%22f75288b-13aff-5342067b3fcc0%22	http://www.kingspec.com.cn/images/img/p1.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/p1.png	(from http://www.kingspec.com.cn/)
15:25:30	46222/46222	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:39%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=45.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=45.html	(from http://www.kingspec.com.cn/)
15:25:32	46413/46413	---M--	200	added ('OK')	image/png	etag:%22f75288c-b54d-5342067b3fcc0%22	http://www.kingspec.com.cn/images/img/p2.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/p2.png	(from http://www.kingspec.com.cn/)
15:25:34	46219/46219	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:42%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=31.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=31.html	(from http://www.kingspec.com.cn/)
15:25:35	58823/58823	---M--	200	added ('OK')	image/png	etag:%22f75288d-e5c7-5342067a4ba80%22	http://www.kingspec.com.cn/images/img/p3.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/p3.png	(from http://www.kingspec.com.cn/)
15:25:39	45616/45616	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:46%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=51.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=51.html	(from http://www.kingspec.com.cn/)
15:25:40	1865/1865	---M--	200	added ('OK')	image/png	etag:%22125ff44e-749-5341f482b96c0%22	http://www.kingspec.com.cn/images/img/dian.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/dian.png	(from http://www.kingspec.com.cn/)
15:25:41	66302/66302	---M--	200	added ('OK')	image/png	etag:%22f75288e-102fe-5342067a4ba80%22	http://www.kingspec.com.cn/images/img/p4.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/p4.png	(from http://www.kingspec.com.cn/)
15:25:41	20593/20593	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:52%20GMT	http://www.kingspec.com.cn/zt.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/zt.html	(from http://www.kingspec.com.cn/)
15:25:42	7770/7770	---M--	200	added ('OK')	image/png	etag:%22125ff455-1e5a-5342197ecd8c0%22	http://www.kingspec.com.cn/images/img/i02.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/i02.png	(from http://www.kingspec.com.cn/)
15:25:42	5283/5283	---M--	200	added ('OK')	image/png	etag:%22125ff454-14a3-5342197dd9680%22	http://www.kingspec.com.cn/images/img/i01.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/i01.png	(from http://www.kingspec.com.cn/)
15:25:50	46191/46191	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:25:54%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=32.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=32.html	(from http://www.kingspec.com.cn/)
15:25:55	46195/46195	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:02%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=33.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=33.html	(from http://www.kingspec.com.cn/)
15:25:58	46211/46211	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:07%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=34.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=34.html	(from http://www.kingspec.com.cn/)
15:26:02	46175/46175	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:10%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=35.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=35.html	(from http://www.kingspec.com.cn/)
15:26:07	46215/46215	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:14%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=36.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=36.html	(from http://www.kingspec.com.cn/)
15:26:13	46219/46219	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:18%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=37.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=37.html	(from http://www.kingspec.com.cn/)
15:26:16	45616/45616	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:24%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=38.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=38.html	(from http://www.kingspec.com.cn/)
15:26:19	45616/45616	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:28%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=39.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=39.html	(from http://www.kingspec.com.cn/)
15:26:23	45616/45616	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:31%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=41.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=41.html	(from http://www.kingspec.com.cn/)
15:26:27	46287/46287	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202016%2006:26:35%20GMT	http://www.kingspec.com.cn/products_list/&pmcId=42.html	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/products_list/&pmcId=42.html	(from http://www.kingspec.com.cn/)
